CO,NO,NO2,NOX,O3,PM10,PM25,PRS,RAINF,RH,SO2,SR,TOUT,WDR,WDV,WSR,CO_imputed,NO_imputed,NO2_imputed,NOX_imputed,O3_imputed,PM10_imputed,PM25_imputed,PRS_imputed,RAINF_imputed,RH_imputed,SO2_imputed,SR_imputed,TOUT_imputed,WDR_imputed,WDV_imputed,WSR_imputed
1.1683023290420622,4.6,14.0,18.4,76.0,78.0,27.382827671895146,701.8,0.0,46.0,10.3,0.23812804216849753,30.5,104.0,0.0,13.6,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False
1.087991743610905,4.5,7.5,11.4,53.0,72.83112259768954,25.68,701.1,0.0,38.0,8.6,0.2623453860556109,32.19,82.0,0.0,15.6,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
1.0635614914194584,4.0,5.6,9.4,39.0,63.00354786049464,19.37,700.5,0.0,33.0,6.6,0.313,32.52,88.0,0.0,16.5,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
1.0705736388438736,4.2,5.4,9.3,37.0,43.0,16.49,700.1,0.0,29.0,7.3,0.12,32.71,101.0,0.0,14.5,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1.072373116136338,3.9,6.8,10.5,34.0,48.0,11.99,699.9,0.0,25.0,6.0,0.09,33.21,97.0,0.0,14.9,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1.0941183087752058,3.9,5.7,9.4,33.0,35.0,9.46,699.8,0.0,23.0,6.3,0.075,33.25,107.0,0.0,16.3,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1.1243791354240567,3.8,6.2,9.8,32.0,25.0,11.84,699.8,0.0,23.0,6.8,0.053,33.1,115.0,0.0,14.6,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1.1574677535547497,3.7,4.8,8.3,27.0,38.0,12.371994294237243,700.3,0.0,37.0,9.2,0.0,31.07,102.0,0.0,18.8,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
1.1763235846930473,3.0,6.1,8.9,28.0,53.0,13.392450883133534,700.9,0.0,46.0,8.8,0.0,29.17,91.0,0.0,17.5,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
1.1755562875519796,2.9,6.5,9.2,27.0,47.0,13.549331723343782,701.6,0.0,51.0,6.7,0.0,28.07,82.0,0.0,16.5,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
1.1461531105211757,3.2,5.7,8.7,27.0,46.0,13.859778178982744,702.1,0.0,56.0,6.3,0.0,26.96,83.0,0.0,15.5,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
1.116960969545707,3.1,6.1,9.0,26.0,42.0,14.398932876525095,702.4,0.0,57.0,6.3,0.0,26.29,93.0,0.0,16.6,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
1.0897626397784859,3.5,4.9,8.1,24.0,36.0,16.11,702.4,0.0,60.0,6.2,0.0,25.65,98.0,0.0,14.3,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1.067201460436113,2.7,3.6,6.1,23.0,34.0,14.64,702.1,0.0,64.0,6.8,0.0,25.01,106.0,0.0,14.2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1.0543680634203352,2.7,3.6,6.1,20.0,33.0,14.13,701.9,0.0,66.0,7.3,0.0,24.48,119.0,0.0,10.9,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1.0535390054868645,2.724434986736113,4.838319070959972,7.5936947616476616,17.0,28.0,13.15,701.9,0.0,68.0,6.3,0.0,23.99,129.0,0.0,7.8,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False
1.0838026158764185,3.1,3.6,6.1,16.0,31.0,13.35,702.1,0.0,70.0,6.0,0.0,23.6,120.54184281297997,0.0,7.3,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
1.162532896477818,2.9,4.2,6.9,14.0,29.0,13.65,702.6,0.0,71.0,5.8,0.0,23.25,120.73993283176794,0.0,4.8,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
1.299955262922374,4.7,9.1,13.7,8.0,31.0,15.04,703.2,0.0,73.0,5.9,0.027,23.18,118.0,0.0,5.3,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1.2680145499157867,5.869403295642973,8.5,16.9,9.0,34.0,15.7,703.7,0.0,71.0,6.5,0.181,24.21,100.0,0.0,7.3,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1.2813720170249896,5.921254105013436,8.1,15.8,16.0,38.0,17.93,703.9,0.0,65.0,7.0,0.1857176105347532,25.58,74.0,0.0,6.4,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False
1.2662931581898647,7.0,8.9,15.7,26.0,50.0,21.47,704.0,0.0,61.0,7.2,0.1876907392188974,26.6,92.0,0.0,8.4,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
1.2400436355602358,6.7,9.9,16.5,33.0,51.0,28.27,704.0,0.0,59.0,7.1,0.19268043123853731,27.0,123.0,0.0,9.4,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
1.2494743761950715,4.0,7.8,11.6,50.0,59.0,20.59,703.6,0.0,55.0,7.2,0.19965875542561484,28.38,101.0,0.0,9.8,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
1.1645879567004302,3.7,5.0,8.5,41.0,48.0,17.61,702.9,0.0,47.0,6.9,0.20726388954127783,30.13,92.0,0.0,13.0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
1.0842773712692733,3.6,3.6,6.9,37.0,41.0,13.67,702.2,0.0,37.0,6.3,0.21506635855655298,32.29,81.0,0.0,15.9,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
1.0598471190778267,3.4,3.6,6.4,37.0,38.0,12.56,701.4,0.0,32.0,6.1,0.2333808330032279,33.22,80.0,0.0,17.3,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
1.0668592665022418,3.8,3.6,6.3,36.0,37.0,10.47,700.9,0.0,29.0,5.9,0.19804770424576648,34.09,90.0,0.0,16.3,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
1.0686587437947062,3.4,3.6,6.1,36.0,31.0,11.17,700.5,0.0,30.0,5.9,0.24018140646068326,34.16,94.0,0.0,18.8,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
1.090403936433574,3.1,3.6,6.1,34.0,33.0,10.49,700.5,0.0,29.0,5.8,0.252,33.65,105.0,0.0,18.9,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1.120664763082425,3.3,3.6,6.2,33.0,31.0,9.91,700.9,0.0,29.0,5.7,0.083,33.1,106.0,0.0,16.7,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1.153753381213118,3.6,6.3,9.4,25.0,28.0,13.73,701.2,0.0,38.0,6.5,0.0,31.12,91.0,0.0,19.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1.1726092123514156,3.4,6.0,9.3,21.0,63.0,13.21,701.7,0.0,46.0,6.2,0.0,29.55,89.0,0.0,18.9,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1.1718419152103479,3.4,6.8,9.9,18.0,42.0,11.8,702.1,0.0,49.0,6.0,0.0,28.39,92.0,0.0,17.9,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1.142438738179544,3.2,4.6,7.6,18.0,36.0,11.02,702.4,0.0,48.0,5.9,0.0,27.49,87.0,0.0,15.7,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1.1132465972040753,3.0,5.4,8.3,16.0,34.0,10.94,702.5,0.0,51.0,5.8,0.0,26.75,90.0,0.0,13.5,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1.086048267436854,2.7,4.9,7.3,16.0,32.0,10.998051850864282,702.6,0.0,54.0,5.9,0.0,26.05,99.0,0.0,12.7,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
1.0634870880944813,2.7,6.0,8.4,14.0,31.0,11.205086350071312,702.7,0.0,57.0,6.2,0.0,25.35,106.0,0.0,10.4,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
1.0506536910787034,2.8,10.2,12.7,9.0,34.0,11.491430968973813,702.7,0.0,60.0,9.3,0.0,24.68,103.0,0.0,7.8,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
1.0498246331452328,2.8,8.2,10.8,11.0,32.0,12.23059547224638,702.7,0.0,62.0,8.7,0.0,24.36,132.0,0.0,7.4,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
1.080088243534787,4.0,10.3,14.1,7.0,30.0,12.354263933529381,702.7,0.0,67.0,8.0,0.0,23.78,116.0,0.0,7.4,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
1.1588185241361864,5.781226948800281,14.4,22.5,3.0,37.0,12.8020904144904,702.8,0.0,72.0,9.0,0.0,23.12,126.0,0.0,7.3,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
1.2962408905807423,5.693358208328089,14.3,26.12408113962866,3.0,40.0,11.71,703.1,0.0,74.0,8.4,0.026,23.02,142.0,0.0,6.3,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False
1.264300177574155,5.740079336514452,12.7,25.32453862187686,7.0,42.0,15.64,703.5,0.0,68.0,10.0,0.16217405942125984,24.72,105.0,0.0,4.5,True,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False
1.277657644683358,5.318168603047024,13.2,27.2,13.0,38.0,18.63,703.6,0.0,64.0,10.573463628581273,0.0461955422315458,25.99,60.0,0.0,5.3,True,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False
1.262578785848233,4.963953381828216,17.2,25.748414741406755,21.0,47.0,23.88,703.7,0.0,61.0,10.3,0.03990482779383888,26.49,74.50300055400886,0.0,6.0,True,True,False,True,False,False,False,False,False,False,False,True,False,True,True,False
1.236329263218604,4.578442170837368,18.5,23.688225617306347,34.0,62.0,24.11,703.6,0.0,53.0,9.6,0.04436014639729857,28.54,65.0,0.0,6.4,True,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False
1.2457600038534398,6.0,16.8,22.6,54.0,66.0,25.66,703.4,0.02,52.0,8.6,0.05106179626557955,29.25,107.0,0.0,10.1,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
1.1608735843587987,3.6,9.3,12.7,63.0,60.0,20.13,703.0,0.0,45.0,8.4,0.058471839257730154,30.7,86.0,0.0,15.1,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
1.0805629989276415,4.2,6.3,10.4,43.0,60.0,15.64,702.1,0.0,38.0,9.2,0.06661191984613626,32.26,78.0,0.0,17.4,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
1.056132746736195,4.0,5.1,8.8,37.0,45.0,12.66,701.5,0.0,35.0,7.0,0.08096829525706081,33.08,74.0,0.0,16.8,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
1.0631448941606103,3.9,4.9,8.6,36.0,40.0,10.45,700.9,0.0,32.0,7.3,0.053394684870062575,33.15,73.0,0.0,16.4,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
1.0649443714530744,4.6,5.2,9.6,31.0,39.0,8.7,700.5,0.0,30.0,7.3,0.08843770796596032,33.18,99.0,0.0,16.4,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
1.0866895640919423,4.0,4.6,8.4,29.0,32.0,7.73,700.6,0.0,29.0,7.9,0.0989135333798572,32.99,112.0,0.0,14.8,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
1.1169503907407932,3.8,5.6,9.1,28.0,30.0,8.0,700.5,0.0,31.0,7.2,0.109,32.51,112.0,0.0,14.4,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1.1500390088714862,3.5,6.6,9.9,25.0,33.0,8.59937680020182,701.1,0.0,40.0,6.8,0.0,29.55,82.0,0.0,15.4,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
1.1688948400097838,3.2,5.8,8.8,25.0,29.0,9.006956495360388,701.8,0.0,45.0,6.1,0.0,28.14,93.0,0.0,15.4,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
1.168127542868716,7.1,5.9,11.6,22.0,35.0,8.683033144109348,702.0,0.0,48.0,6.1,0.0,27.87,95.0,0.0,13.9,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
1.1387243658379123,3.0,4.8,7.4,23.0,33.0,8.496142822491215,702.2,0.0,49.0,6.0,0.0,27.62,93.0,0.0,15.5,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
1.1095322248624435,2.7,6.6,9.0,20.0,29.0,8.533888140904093,702.4,0.0,54.0,6.1,0.0027363054577317497,26.73,94.0,0.0,13.2,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False
1.0823338950952224,2.9,6.1,8.7,18.0,32.0,9.21,702.5,0.0,59.0,6.1,0.0,25.75,101.0,0.0,11.8,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1.0597727157528496,2.7,7.9,10.3,17.0,29.0,9.55,702.2,0.0,61.0,6.4,0.0,25.16,114.0,0.0,11.3,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1.0469393187370717,2.9,13.0,15.7,11.0,22.0,12.22,702.2,0.0,66.0,6.8,0.0,24.52,112.0,0.0,10.9,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1.046110260803601,2.9,11.6,14.2,9.0,31.0,13.79,702.2,0.0,71.0,8.3,0.0,23.94,109.0,0.0,8.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1.0763738711931552,4.1,13.3,17.3,5.0,34.0,13.84,702.3,0.0,75.0,8.7,0.0,23.49,125.0,0.0,7.6,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1.1551041517945546,5.850779917387987,14.4,22.4,3.0,32.0,14.34,702.5,0.0,77.0,8.7,0.0,23.12,113.0,0.0,6.4,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1.2925265182391104,6.9,12.5,19.2,5.0,44.0,12.64,703.0,0.0,77.0,8.4,0.024,23.13,56.0,0.0,1.8,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1.2605858052325232,8.048859720433263,15.0,20.57082480053987,8.0,31.0,17.17,703.3,0.0,69.0,10.7,0.144624230330266,24.96,59.50579286363856,0.0,4.9,True,True,False,True,False,False,False,False,False,False,False,True,False,True,True,False
1.2739432723417263,7.286912384570078,15.7,18.761811392152307,16.0,52.0,9.0,703.4,0.0,62.0,11.21761886645856,0.045641694872345956,26.58,64.0,0.0,4.8,True,True,False,True,False,False,False,False,False,False,True,True,False,False,True,False
1.2588644135066012,6.566572436199335,20.7,17.605808180573458,26.0,59.0,8.353269526022126,703.5,0.0,55.0,11.9,0.028487049658366126,28.28,102.0,0.0,5.8,True,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False
1.2326148908769723,5.821587810093806,21.7,17.01527181374075,40.0,60.0,9.0,703.5,0.0,54.0,10.8,0.026863431467516526,28.71,112.0,0.0,10.3,True,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False
1.242045631511808,6.5,12.7,18.9,55.0,55.0,10.0,703.3,0.0,47.0,9.3,0.028105017290574498,30.12,94.0,0.0,11.6,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
1.1571592120171668,4.2,7.2,11.2,54.0,45.0,13.13,702.6,0.0,40.0,9.0,0.030179569434743113,31.46,87.0,0.0,13.9,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
1.0768486265860098,3.9,5.6,9.3,46.0,40.0,11.2,701.8,0.0,34.0,7.1,0.03322528386168032,32.7,62.0,0.0,16.9,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
1.0524183743945632,4.0,5.5,9.2,45.0,36.0,10.92,701.2,0.0,33.0,6.6,0.03775913071122321,33.31,68.0,0.0,17.5,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
1.0594305218189786,3.7,5.5,9.1,43.0,38.0,10.88,700.8,0.0,32.0,6.7,0.013838843633951763,33.26,80.0,0.0,16.4,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
1.0612299991114427,3.7,6.0,9.6,41.0,33.0,9.59,700.6,0.0,31.0,6.9,0.014527882129389824,33.01,92.0,0.0,15.8,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
1.0829751917503105,4.1,6.2,10.0,38.0,32.0,8.58,700.3,0.0,30.0,7.3,0.013947916659285249,33.18,101.0,0.0,15.3,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
1.1132360183991612,4.5,5.3,9.5,35.0,31.0,8.64,700.4,0.0,32.0,6.6,-0.04799866507567531,32.41,114.0,0.0,16.3,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
1.1463246365298545,4.2,6.8,10.8,32.0,23.0,9.07,700.8,0.0,34.0,10.8,-0.12492956552763528,31.08,102.0,0.0,12.7,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
1.165180467668152,3.7,15.3,18.9,23.0,31.0,10.65,701.0,0.0,37.0,7.8,-0.11975608362624741,30.31,88.0,0.0,10.4,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
1.1644131705270844,3.1,10.8,13.7,25.0,30.0,11.07,701.6,0.0,40.0,6.5,-0.11597800594985092,29.55,90.0,0.0,14.0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
1.1350099934962803,2.9,8.1,10.7,21.0,32.0,10.43,702.2,0.0,52.0,6.4,0.04979263532611475,28.14,95.0,0.0,13.9,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
1.1058178525208118,2.9,9.6,12.3,16.0,29.0,11.55,702.5,0.0,57.0,7.1,0.051703126699608956,27.41,106.0,0.0,12.3,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
1.0786195227535906,3.0,12.4,15.2,12.0,34.0,13.31,702.7,0.0,58.0,8.8,0.051780132472685425,26.75,117.0,0.0,12.3,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
1.0560583434112178,3.1,14.8,17.7,10.0,31.0,13.06,702.9,0.0,62.0,10.2,0.0516568907184953,25.71,142.0,0.0,9.7,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
1.0432249463954397,2.8,10.7,13.2,11.0,35.0,11.58,702.8,0.0,66.0,8.6,0.05139324899787913,24.69,134.0,0.0,8.8,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
1.0423958884619693,3.1,14.2,17.1,7.0,34.0,13.85,703.1,0.0,71.0,8.7,0.057,23.95,149.0,0.0,9.1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1.0726594988515235,4.3,13.9,18.0,7.0,31.0,14.02,703.1,0.0,73.0,8.6,0.0,23.57,158.0,0.0,7.4,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1.1513897794529229,6.0,16.5,22.3,4.0,36.0,16.31,703.3,0.0,75.0,8.1,0.0,23.09,140.0,0.0,6.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1.2888121458974786,7.4094318228882265,16.7,29.5,4.0,37.0,16.21,703.7,0.0,76.0,9.3,0.0,23.04,127.0,0.0,4.2,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1.2568714328908914,7.141213157494439,14.3,28.6,10.0,38.0,15.97,703.9,0.0,67.0,10.4,0.0,25.24,148.0,0.0,3.2,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1.2702289000000946,6.465453758295801,17.6,30.3,20.0,44.0,19.19,704.0,0.0,62.0,10.8,0.0,26.58,45.0,0.0,4.9,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1.2551500411649694,5.825235561306092,20.0,29.5,36.0,58.0,22.77,703.9,0.0,56.0,10.4,0.0,28.19,71.79794776266468,0.0,4.6,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False
1.2289005185353405,5.166811528294062,21.8,30.4,46.0,55.60021913576448,21.56,703.9,0.0,50.0,10.1,0.0,29.72,89.0,0.0,6.1,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False
1.2383312591701763,6.0,19.6,25.5,67.0,60.0,19.81,703.6,0.0,47.0,10.7,0.0,30.59,114.0,0.0,9.8,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1.153444839675535,4.0,11.1,14.8,74.0,58.0,15.52,703.3,0.0,41.0,9.4,0.0,31.59,90.0,0.0,14.2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1.073134254244378,3.8,6.7,10.3,54.0,47.0,11.36,702.7,0.0,35.0,9.1,0.0,33.23,71.0,0.0,14.7,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1.0487040020529315,3.9,5.7,9.3,44.0,39.0,9.27,702.2,0.0,32.0,7.9,0.0,33.88,74.0,0.0,16.5,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1.055716149477347,3.7,5.5,9.0,41.0,36.0,8.7,701.5,0.0,29.0,7.1,0.0,34.32,84.0,0.0,15.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1.0575156267698107,3.9,5.1,8.8,39.0,34.0,7.13,701.0,0.0,26.0,6.9,0.0,34.48,91.0,0.0,15.6,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1.0792608194086788,5.2,6.7,11.4,36.0,28.0,6.63,700.6,0.0,25.0,6.7,0.0,34.59,87.0,0.0,15.4,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1.1095216460575295,3.7,8.4,11.9,33.0,28.0,5.86,700.8,0.0,25.0,6.9,0.0,33.95,92.0,0.0,14.1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1.1426102641882228,4.4,9.9,14.1,29.0,23.0,6.67,701.3,0.0,26.0,10.3,0.0,32.95,112.0,0.0,12.2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1.1614660953265203,3.9,11.4,15.1,22.0,22.0,8.92,701.9,0.0,28.0,7.8,0.0,32.03,110.0,0.0,10.7,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1.1606987981854526,3.6,7.0,10.4,21.0,35.0,9.14,702.6,0.0,38.0,9.2,0.0,30.78,95.0,0.0,14.1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1.1312956211546485,3.3,6.4,9.5,17.0,38.0,9.9,703.3,0.0,49.0,8.7,0.0,29.24,90.0,0.0,15.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1.10210348017918,3.0,6.0,8.7,16.0,32.0,9.33,703.7,0.0,55.0,7.0,0.0,28.09,87.0,0.0,13.5,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1.0749051504119587,2.7,4.6,7.1,16.0,29.0,9.24,703.8,0.0,57.0,6.6,0.0011512266868966003,27.25,92.0,0.0,11.1,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
1.0523439710695863,2.7,6.1,8.6,15.0,22.0,11.09,703.4,0.0,61.0,6.6,0.0003906967580345755,26.56,105.0,0.0,12.4,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
1.039510574053808,2.3894299832804933,5.5,8.0,15.0,23.0,10.08,702.8,0.0,63.0,7.2,-0.00032895916051049745,26.05,110.0,0.0,11.3,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False
1.0386815161203375,2.6,3.6,6.1,16.0,26.0,9.07,702.5,0.0,65.0,7.9,0.0021777607348969497,25.78,153.0,0.0,7.0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
1.0689451265098915,2.9,6.5,9.2,13.0,27.0,10.33,702.3,0.0,66.0,6.9,0.005,25.44,128.0,0.0,7.4,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1.1476754071112913,6.3,11.8,17.9,5.0,31.0,13.09,702.5,0.0,72.0,6.4,0.0,24.7,137.0,0.0,6.2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1.285097773555847,7.666791931878574,15.0,32.2,3.0,40.0,14.86,702.9,0.0,76.0,7.1,0.0,24.3,127.8826512329282,0.0,3.1,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False
1.2531570605492597,7.4153046081471015,16.5,33.06753724622387,7.0,45.0,19.89,703.1,0.0,68.0,7.8,0.0,25.92,119.6080009897891,0.0,4.6,True,True,False,True,False,False,False,False,False,False,False,False,False,True,True,False
1.2665145276584628,6.725840005616172,16.3,29.7,18.0,67.0,19.21,703.3,0.0,59.0,9.1,0.0,28.16,113.68464201335463,0.0,4.2,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False
1.2514356688233377,6.065784373784058,14.0,23.0,27.0,64.0,17.51,703.2,0.0,48.0,8.5,0.0,30.54,107.0,0.0,4.4,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1.2251861461937088,6.2,13.8,19.9,45.0,61.0,15.37,703.2,0.0,44.0,7.7,0.0,31.49,104.0,0.0,9.3,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1.2346168868285445,5.1,12.7,17.6,55.0,51.0,14.0,703.0,0.0,38.0,8.0,0.0,32.48,113.0,0.0,12.9,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1.1497304673339033,4.3,9.0,12.8,61.0,49.0,11.25,702.4,0.0,32.0,7.6,0.0,33.47,101.0,0.0,13.9,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1.0694198819027463,4.4,8.6,12.8,59.0,33.0,8.05,701.9,0.0,26.0,7.2,0.0,34.44,91.0,0.0,14.8,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1.0449896297112997,3.8,6.5,10.1,60.0,31.0,6.45,701.1,0.0,24.0,6.6,0.0,35.27,71.0,0.0,14.1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1.052001777135715,3.7,4.7,8.0,55.0,27.76774628960686,6.63,700.6,0.0,25.0,6.2,0.0,35.59,80.0,0.0,14.3,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
1.0538012544281792,4.7,5.9,10.3,53.0,25.0,7.31,700.1,0.0,25.0,6.6,0.0,35.28,68.0,0.0,15.6,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1.075546447067047,3.8,7.6,11.2,51.0,26.0,7.89,699.9,0.0,26.0,8.6,0.0,34.96,86.0,0.0,14.6,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1.1058072737158977,3.4,8.1,11.3,41.0,29.0,6.98,700.0,0.0,28.0,7.7,0.0,34.15,100.0,0.0,14.4,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1.138895891846591,3.4,8.2,11.3,38.0,23.0,7.77,700.4,0.0,30.0,8.1,0.0,32.98,111.0,0.0,13.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1.1577517229848886,4.2,8.4,12.3,34.0,37.0,8.42,700.9,0.0,31.0,6.7,0.0,32.32,128.0,0.0,10.1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1.1569844258438207,3.5,7.6,10.8,31.0,28.0,8.68,701.7,0.0,32.0,6.1,0.0,31.83,110.0,0.0,11.1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1.127581248813017,3.6,7.3,10.7,19.0,26.0,7.82,702.1,0.0,42.0,7.1,0.0,30.17,89.0,0.0,16.3,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
